species,dd long,dd lat
flood,293881.35259455,4652748.79613620
flood,294381.35259455,4652748.79613620
flood,334881.35259455,4652748.79613620
flood,335381.35259455,4652748.79613620
flood,335881.35259455,4652748.79613620
flood,336381.35259455,4652748.79613620
flood,290381.35259455,4652248.79613620
flood,292881.35259455,4652248.79613620
flood,293381.35259455,4652248.79613620
flood,293881.35259455,4652248.79613620
flood,294381.35259455,4652248.79613620
flood,324381.35259455,4652248.79613620
flood,334881.35259455,4652248.79613620
flood,335381.35259455,4652248.79613620
flood,336381.35259455,4652248.79613620
flood,290881.35259455,4651748.79613620
flood,291381.35259455,4651748.79613620
flood,291881.35259455,4651748.79613620
flood,292881.35259455,4651748.79613620
flood,293381.35259455,4651748.79613620
flood,293881.35259455,4651748.79613620
flood,294381.35259455,4651748.79613620
flood,293381.35259455,4651248.79613620
flood,293381.35259455,4650748.79613620
flood,323381.35259455,4650748.79613620
flood,336381.35259455,4650748.79613620
flood,293381.35259455,4650248.79613620
flood,336381.35259455,4650248.79613620
flood,336881.35259455,4650248.79613620
flood,292881.35259455,4649748.79613620
flood,320881.35259455,4649748.79613620
flood,336381.35259455,4649748.79613620
flood,292881.35259455,4649248.79613620
flood,293381.35259455,4649248.79613620
flood,336881.35259455,4649248.79613620
flood,317381.35259455,4648748.79613620
flood,337381.35259455,4648748.79613620
flood,320381.35259455,4648248.79613620
flood,291381.35259455,4647748.79613620
flood,314881.35259455,4647748.79613620
flood,319881.35259455,4647748.79613620
flood,337881.35259455,4647748.79613620
flood,292881.35259455,4647248.79613620
flood,314381.35259455,4647248.79613620
flood,292881.35259455,4646748.79613620
flood,314381.35259455,4646748.79613620
flood,301381.35259455,4646248.79613620
flood,312881.35259455,4646248.79613620
flood,313381.35259455,4646248.79613620
flood,313881.35259455,4646248.79613620
flood,338881.35259455,4646248.79613620
flood,289881.35259455,4645748.79613620
flood,291381.35259455,4645748.79613620
flood,295381.35259455,4645748.79613620
flood,300881.35259455,4645748.79613620
flood,308381.35259455,4645748.79613620
flood,308881.35259455,4645748.79613620
flood,312381.35259455,4645748.79613620
flood,339381.35259455,4645748.79613620
flood,295381.35259455,4645248.79613620
flood,296381.35259455,4645248.79613620
flood,300381.35259455,4645248.79613620
flood,300881.35259455,4645248.79613620
flood,307381.35259455,4645248.79613620
flood,307881.35259455,4645248.79613620
flood,308381.35259455,4645248.79613620
flood,308881.35259455,4645248.79613620
flood,309381.35259455,4645248.79613620
flood,309881.35259455,4645248.79613620
flood,311881.35259455,4645248.79613620
flood,339381.35259455,4645248.79613620
flood,289381.35259455,4644748.79613620
flood,295381.35259455,4644748.79613620
flood,295881.35259455,4644748.79613620
flood,296381.35259455,4644748.79613620
flood,297381.35259455,4644748.79613620
flood,299881.35259455,4644748.79613620
flood,306381.35259455,4644748.79613620
flood,307381.35259455,4644748.79613620
flood,307881.35259455,4644748.79613620
flood,308881.35259455,4644748.79613620
flood,309881.35259455,4644748.79613620
flood,310381.35259455,4644748.79613620
flood,310881.35259455,4644748.79613620
flood,311381.35259455,4644748.79613620
flood,311881.35259455,4644748.79613620
flood,312381.35259455,4644748.79613620
flood,295381.35259455,4644248.79613620
flood,297381.35259455,4644248.79613620
flood,297881.35259455,4644248.79613620
flood,299381.35259455,4644248.79613620
flood,301381.35259455,4644248.79613620
flood,301881.35259455,4644248.79613620
flood,302381.35259455,4644248.79613620
flood,306881.35259455,4644248.79613620
flood,311381.35259455,4644248.79613620
flood,311881.35259455,4644248.79613620
flood,290381.35259455,4643748.79613620
flood,295381.35259455,4643748.79613620
flood,299881.35259455,4643748.79613620
flood,302881.35259455,4643748.79613620
flood,303381.35259455,4643748.79613620
flood,303881.35259455,4643748.79613620
flood,304381.35259455,4643748.79613620
flood,305881.35259455,4643748.79613620
flood,306881.35259455,4643748.79613620
flood,311881.35259455,4643748.79613620
flood,312381.35259455,4643748.79613620
flood,290381.35259455,4643248.79613620
flood,299381.35259455,4643248.79613620
flood,299881.35259455,4643248.79613620
flood,300381.35259455,4643248.79613620
flood,340381.35259455,4643248.79613620
flood,341381.35259455,4643248.79613620
flood,290381.35259455,4642248.79613620
flood,290881.35259455,4640748.79613620
flood,290881.35259455,4640248.79613620
flood,290381.35259455,4639748.79613620
flood,289381.35259455,4637248.79613620
flood,289381.35259455,4636748.79613620
flood,289881.35259455,4636248.79613620
flood,289381.35259455,4635748.79613620
flood,285881.35259455,4634248.79613620
flood,286881.35259455,4634248.79613620
flood,285881.35259455,4633748.79613620
flood,287381.35259455,4633748.79613620
flood,285881.35259455,4633248.79613620
flood,279381.35259455,4632748.79613620
flood,285881.35259455,4632748.79613620
flood,287381.35259455,4632748.79613620
flood,287881.35259455,4632748.79613620
flood,279381.35259455,4632248.79613620
flood,279381.35259455,4631748.79613620
flood,279881.35259455,4631748.79613620
flood,285381.35259455,4631748.79613620
flood,279381.35259455,4631248.79613620
flood,279881.35259455,4631248.79613620
flood,280381.35259455,4631248.79613620
flood,281881.35259455,4631248.79613620
flood,285381.35259455,4631248.79613620
flood,277881.35259455,4630748.79613620
flood,278381.35259455,4630748.79613620
flood,278881.35259455,4630748.79613620
flood,279381.35259455,4630748.79613620
flood,282381.35259455,4630748.79613620
flood,282881.35259455,4630748.79613620
flood,283381.35259455,4630748.79613620
flood,284381.35259455,4630748.79613620
flood,284881.35259455,4630748.79613620
flood,275381.35259455,4630248.79613620
flood,278881.35259455,4630248.79613620
flood,283881.35259455,4630248.79613620
flood,284381.35259455,4630248.79613620
flood,274381.35259455,4629748.79613620
flood,283881.35259455,4629748.79613620
flood,284381.35259455,4629748.79613620
flood,284381.35259455,4629248.79613620
flood,284881.35259455,4629248.79613620
flood,273881.35259455,4628748.79613620
flood,284881.35259455,4628748.79613620
flood,285381.35259455,4628748.79613620
flood,270381.35259455,4628248.79613620
flood,273881.35259455,4628248.79613620
flood,273881.35259455,4627748.79613620
flood,273881.35259455,4627248.79613620
flood,274381.35259455,4626748.79613620
flood,273881.35259455,4626248.79613620
flood,274381.35259455,4626248.79613620
flood,272881.35259455,4625748.79613620
flood,273381.35259455,4625748.79613620
flood,271381.35259455,4625248.79613620
flood,271881.35259455,4625248.79613620
flood,272381.35259455,4625248.79613620
flood,270381.35259455,4624748.79613620
